Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
21,2000,Corey Simon\SimoCo00,DT,50,Florida State,College Stats,6-2,297,4.83,,,,,,Philadelphia Eagles / 1st / 6th pick / 2000
22,2000,Brandon Short\ShorBr20,ILB,35,Penn State,College Stats,6-3,252,4.72,,,,,,New York Giants / 4th / 105th pick / 2000
23,2000,Jacoby Shepherd\ShepJa20,CB,1,Oklahoma State,,6-1,195,4.53,35.0,5,120,,,St. Louis Rams / 2nd / 62nd pick / 2000
24,2000,Tony Scott\ScotTo21,CB,2,North Carolina State,,5-10,193,4.50,34.0,11,116,7.45,4.24,New York Jets / 6th / 179th pick / 2000
25,2000,Sekou Sanyika\SanySe20,OLB,3,California,,6-3,241,4.75,32.5,,111,7.33,4.38,Arizona Cardinals / 7th / 215th pick / 2000
26,2000,Lewis Sanders\SandLe20,CB,16,Maryland,,6-0,202,4.50,37.0,10,116,,,Cleveland Browns / 4th / 95th pick / 2000
27,2000,Mark Roman\RomaMa20,CB,45,LSU,,5-11,188,4.55,,,,,,Cincinnati Bengals / 2nd / 34th pick / 2000
28,2000,Fred Robbins\RobbFr20,DT,66,Wake Forest,,6-4,312,5.09,29.5,25,94,7.72,4.72,Minnesota Vikings / 2nd / 55th pick / 2000
29,2000,Hank Poteat\PoteHa20,CB,18,Pittsburgh,College Stats,5-10,197,4.57,37.0,16,126,6.66,4.00,Pittsburgh Steelers / 3rd / 77th pick / 2000
30,2000,DaShon Polk\PolkDa20,OLB,11,Arizona,,6-2,233,4.75,32.0,18,111,7.43,4.45,Buffalo Bills / 7th / 251st pick / 2000
31,2000,Ahmed Plummer\PlumAh20,CB,25,Ohio State,,5-11,191,4.43,,,,,,San Francisco 49ers / 1st / 24th pick / 2000
32,2000,Julian Peterson\PeteJu00,OLB,90,Michigan State,,6-5,231,4.68,,,,,,San Francisco 49ers / 1st / 16th pick / 2000
33,2000,Deltha O'Neal\ONeaDe00,CB,54,California,College Stats,5-11,193,4.60,,,,,,Denver Broncos / 1st / 15th pick / 2000
34,2000,Andre O'Neal\ONeaAn20,ILB,2,Marshall,,6-1,235,4.72,34.0,16,114,7.30,4.24,
35,2000,Erik Olson\OlsoEr20,SS,1,Colorado,,6-1,208,4.63,35.0,17,115,6.81,4.21,Jacksonville Jaguars / 7th / 236th pick / 2000
36,2000,Adewale Ogunleye\OgunAd00,DE,72,Indiana,,6-4,253,,,,,,,
37,2000,Bobby Myers\MyerBo21,FS,3,Wisconsin,,6-1,183,4.56,37.5,,123,7.04,4.10,Tennessee Titans / 4th / 124th pick / 2000
38,2000,Rob Morris\MorrRo20,ILB,27,BYU,College Stats,6-2,250,4.77,33.0,18,113,6.93,4.17,Indianapolis Colts / 1st / 28th pick / 2000
39,2000,Aric Morris\MorrAr20,SS,5,Michigan State,College Stats,5-9,211,4.56,,24,,,,Tennessee Titans / 5th / 135th pick / 2000
40,2000,Corey Moore\MoorCo20,OLB,2,Virginia Tech,College Stats,5-11,223,4.60,,21,,,,Buffalo Bills / 3rd / 89th pick / 2000
41,2000,Keith Miller\MillKe20,ILB,1,California,,6-1,246,4.97,27.5,24,110,7.37,4.43,
42,2000,Rob Meier\MeieRo20,DE,36,Washington State,,6-5,284,4.99,30.5,27,113,7.49,4.52,Jacksonville Jaguars / 7th / 241st pick / 2000
43,2000,Alvin McKinley\McKiAl20,DT,22,Mississippi State,,6-4,289,5.09,27.5,22,102,7.73,4.61,Carolina Panthers / 4th / 120th pick / 2000
44,2000,Anthony Malbrough\MalbAn20,CB,1,Texas Tech,College Stats,5-9,184,4.44,35.5,20,117,6.73,4.00,Cleveland Browns / 5th / 130th pick / 2000
45,2000,David Macklin\MackDa20,CB,32,Penn State,,5-9,194,4.54,37.5,,120,6.90,4.09,Indianapolis Colts / 3rd / 91st pick / 2000
46,2000,Dustin Lyman\LymaDu00,ILB,2,Wake Forest,,6-4,259,4.70,35.0,22,118,6.86,4.06,Chicago Bears / 3rd / 87th pick / 2000
47,2000,Al Lucas\LucaAl20,DT,3,Troy,,6-1,294,5.00,36.0,28,108,7.44,4.56,
48,2000,Shane Lechler\LechSh20,P,69,Texas A&M,College Stats,6-2,234,,,,,,,Oakland Raiders / 5th / 142nd pick / 2000
49,2000,Leif Larsen\LarsLe20,DT,3,Texas-El Paso,,6-4,300,5.08,30.0,45,110,7.46,4.37,Buffalo Bills / 6th / 194th pick / 2000
50,2000,Kareem Larrimore\LarrKa20,CB,3,West Texas A&M,,5-11,190,4.42,34.0,,125,,,Dallas Cowboys / 4th / 109th pick / 2000
51,2000,Kenoy Kennedy\KennKe21,FS,39,Arkansas,College Stats,6-1,221,4.71,33.5,8,113,7.08,4.38,Denver Broncos / 2nd / 45th pick / 2000
52,2000,Ben Kelly\KellBe20,CB,0,Colorado,College Stats,5-9,183,4.53,36.0,17,116,6.63,3.95,Miami Dolphins / 3rd / 84th pick / 2000
53,2000,Fred Jones\JoneFr20,OLB,4,Colorado,,6-2,247,4.95,32.0,17,113,7.27,4.39,
54,2000,Dhani Jones\JoneDh20,OLB,67,Michigan,,6-1,240,4.68,,29,,,,New York Giants / 6th / 177th pick / 2000
55,2000,Jerry Johnson\JohnJe21,DT,1,Florida State,,6-0,293,5.03,28.5,26,102,,,Denver Broncos / 4th / 101st pick / 2000
56,2000,Eric Johnson\JohnEr00,SS,20,Nebraska,,6-0,215,4.60,38.0,12,121,6.96,4.17,San Francisco 49ers / 7th / 224th pick / 2001
57,2000,Dwight Johnson\JohnDw20,DT,2,Baylor,,6-4,285,4.97,28.0,26,105,7.51,4.76,
58,2000,Brandon Jennings\JennBr20,FS,1,Texas A&M,,6-0,198,4.51,38.0,16,123,6.91,4.14,
59,2000,Jabari Issa\IssaJa20,DT,3,Washington,,6-5,296,5.05,31.5,19,105,7.69,4.72,Arizona Cardinals / 6th / 176th pick / 2000
60,2000,Junior Ioane\IoanJu20,DT,5,Arizona State,,6-3,324,5.12,,,,,,Oakland Raiders / 4th / 107th pick / 2000
61,2000,Reggie Howard\HowaRe21,CB,22,Memphis,,5-11,190,4.55,,,,,,
62,2000,Darren Howard\HowaDa21,DE,50,Kansas State,,6-4,281,5.09,29.0,,108,7.00,4.32,New Orleans Saints / 2nd / 33rd pick / 2000
63,2000,Chris Hovan\HovaCh20,DT,69,Boston College,,6-2,305,4.99,30.0,35,101,6.85,4.16,Minnesota Vikings / 1st / 25th pick / 2000
64,2000,Lloyd Harrison\HarrLl20,CB,1,North Carolina State,College Stats,5-10,190,4.50,37.5,16,119,7.12,4.25,Washington Redskins / 3rd / 64th pick / 2000
65,2000,Antwan Harris\HarrAn21,CB,5,Virginia,,5-9,186,4.34,39.0,16,121,6.75,4.01,New England Patriots / 6th / 187th pick / 2000
66,2000,James Hall\HallJa21,DE,66,Michigan,,6-2,271,5.03,32.0,,111,7.86,4.51,
67,2000,Clark Haggans\HaggCl20,OLB,58,Colorado State,,6-3,253,4.97,31.5,20,109,7.12,4.21,Pittsburgh Steelers / 5th / 137th pick / 2000
68,2000,Cornelius Griffin\GrifCo20,DE,72,Alabama,,6-3,297,4.90,31.0,30,111,7.63,4.62,New York Giants / 2nd / 42nd pick / 2000
69,2000,Damian Gregory\GregDa20,DT,1,Illinois State,,6-2,307,4.87,30.0,27,105,7.37,4.60,
70,2000,Barrett Green\GreeBa20,OLB,22,West Virginia,College Stats,6-0,233,4.56,36.0,22,120,,,Detroit Lions / 2nd / 50th pick / 2000
71,2000,Ernest Grant\GranEr20,DT,3,Arkansas-Pine Bluff,,6-5,316,5.31,29.5,24,98,8.00,5.03,Miami Dolphins / 6th / 167th pick / 2000
72,2000,Deon Grant\GranDe21,SS,76,Tennessee,College Stats,6-2,209,4.50,,15,,,,Carolina Panthers / 2nd / 57th pick / 2000
73,2000,Dwayne Goodrich\GoodDw20,CB,1,Tennessee,,5-11,195,4.45,,,,,,Dallas Cowboys / 2nd / 49th pick / 2000
74,2000,Ian Gold\GoldIa00,OLB,47,Michigan,College Stats,6-1,221,4.56,33.0,21,115,6.97,4.19,Denver Broncos / 2nd / 40th pick / 2000
75,2000,Kabeer Gbaja-Biamila\GbajKa20,OLB,50,San Diego State,,6-4,243,4.65,34.0,21,120,6.90,4.28,Green Bay Packers / 5th / 149th pick / 2000
76,2000,Trent Gamble\GambTr20,FS,3,Wyoming,,5-9,186,4.56,37.0,21,124,6.60,3.90,
77,2000,Byron Frisch\FrisBy20,DE,2,BYU,,6-4,281,4.73,34.5,31,114,7.20,4.41,Tennessee Titans / 3rd / 93rd pick / 2000
78,2000,Arturo Freeman\FreeAr20,FS,15,South Carolina,,6-0,188,4.50,35.5,14,124,6.91,4.38,Miami Dolphins / 5th / 152nd pick / 2000
79,2000,Todd Franz\FranTo21,FS,3,Tulsa,,6-1,199,4.55,,14,,,,Detroit Lions / 5th / 145th pick / 2000
80,2000,Erik Flowers\FlowEr20,DE,6,Arizona State,,6-4,271,4.75,33.0,24,114,7.21,4.15,Buffalo Bills / 1st / 26th pick / 2000
81,2000,Aaron Fields\FielAa20,DE,0,Troy,,6-4,243,4.76,34.0,22,115,7.51,4.56,
82,2000,John Engelberger\EngeJo20,DE,37,Virginia Tech,College Stats,6-4,260,4.73,34.0,24,115,6.95,4.28,San Francisco 49ers / 2nd / 35th pick / 2000
83,2000,Shaun Ellis\ElliSh00,DE,95,Tennessee,,6-4,280,4.85,,,,,,New York Jets / 1st / 12th pick / 2000
84,2000,Mario Edwards\EdwaMa20,CB,24,Florida State,College Stats,6-0,191,4.46,,,120,,,Dallas Cowboys / 6th / 180th pick / 2000
85,2000,Na'il Diggs\DiggNa20,OLB,71,Ohio State,,6-4,231,4.66,,,,,,Green Bay Packers / 4th / 98th pick / 2000
86,2000,Jerry DeLoach\DeLoJe20,DT,21,California,,6-3,314,4.99,31.5,19,101,7.40,4.57,
87,2000,Renard Cox\CoxxRe20,CB,0,Maryland,,5-11,192,4.68,38.0,13,111,7.10,,
88,2000,Chris Combs\CombCh21,DT,1,Duke,,6-5,286,5.16,,22,,,,Pittsburgh Steelers / 6th / 173rd pick / 2000
89,2000,Danny Clark\ClarDa21,ILB,49,Illinois,,6-2,245,4.75,,20,,,,Jacksonville Jaguars / 7th / 245th pick / 2000
90,2000,Kendrick Clancy\ClanKe20,DT,25,Mississippi,,6-1,283,5.25,27.5,25,108,7.98,4.65,Pittsburgh Steelers / 3rd / 72nd pick / 2000
91,2000,Ike Charlton\CharIk20,CB,5,Virginia Tech,College Stats,5-11,205,4.47,,16,126,,,Seattle Seahawks / 2nd / 52nd pick / 2000
92,2000,Tyrone Carter\CartTy20,SS,31,Minnesota,College Stats,5-8,190,4.50,41.0,16,121,6.75,4.19,Minnesota Vikings / 4th / 118th pick / 2000
93,2000,Leonardo Carson\CarsLe20,DE,18,Auburn,,6-1,283,5.06,28.0,22,106,7.82,4.75,San Diego Chargers / 4th / 113th pick / 2000
94,2000,Keith Bulluck\BullKe00,OLB,88,Syracuse,,6-3,244,4.47,38.0,,119,7.33,4.13,Tennessee Titans / 1st / 30th pick / 2000
95,2000,Lamont Bryant\BryaLa00,DE,0,Notre Dame,,6-3,260,4.91,,17,,,,
96,2000,Ralph Brown\BrowRa20,CB,15,Nebraska,College Stats,5-10,185,4.55,,10,,,,New York Giants / 5th / 140th pick / 2000
97,2000,Mike Brown\BrowMi99,SS,66,Nebraska,,5-10,204,4.59,36.0,14,116,6.93,4.01,Chicago Bears / 2nd / 39th pick / 2000
98,2000,Courtney Brown\BrowCo22,DE,31,Penn State,College Stats,6-5,269,4.78,,,,,,Cleveland Browns / 1st / 1st pick / 2000
99,2000,Matt Bowen\BoweMa20,SS,14,Iowa,,6-1,201,4.49,33.0,12,115,7.06,4.09,St. Louis Rams / 6th / 198th pick / 2000
100,2000,Gary Berry\BerrGa20,FS,0,Ohio State,,5-11,204,4.55,,,,,,Green Bay Packers / 4th / 126th pick / 2000
101,2000,Marcus Bell\BellMa21,ILB,7,Arizona,,6-2,237,4.78,31.5,21,111,7.17,4.33,Seattle Seahawks / 4th / 116th pick / 2000
102,2000,Rogers Beckett\BeckRo20,FS,18,Marshall,,6-1,207,4.62,39.5,15,119,6.48,4.29,San Diego Chargers / 2nd / 43rd pick / 2000
103,2000,Robert Bean\BeanRo20,CB,5,Mississippi State,,5-11,178,4.50,34.5,,122,6.87,4.20,Cincinnati Bengals / 5th / 133rd pick / 2000
104,2000,William Bartee\BartWi20,CB,14,Oklahoma,,6-1,192,4.43,38.5,,124,6.70,3.99,Kansas City Chiefs / 2nd / 54th pick / 2000
105,2000,David Barrett\BarrDa22,CB,35,Arkansas,,5-10,199,4.44,37.5,16,116,6.81,4.04,Arizona Cardinals / 4th / 102nd pick / 2000
106,2000,Rashidi Barnes\BarnRa20,FS,1,Colorado,,6-0,208,4.62,35.0,10,114,6.92,4.32,Cleveland Browns / 7th / 225th pick / 2000
107,2000,John Baker\BakeJo21,P,4,North Texas,College Stats,6-3,227,,,,,,,
108,2000,Reggie Austin\AustRe20,CB,3,Wake Forest,,5-9,175,4.44,35.0,17,119,7.03,4.14,Chicago Bears / 4th / 125th pick / 2000
109,2000,Corey Atkins\AtkiCo20,OLB,1,South Carolina,,6-0,237,4.72,31.0,21,112,7.96,4.39,
110,2000,LaVar Arrington\ArriLa00,OLB,51,Penn State,College Stats,6-3,250,4.53,,,,,,Washington Redskins / 1st / 2nd pick / 2000
111,2000,Rashard Anderson\AndeRa21,CB,6,Jackson State,,6-2,206,4.55,34.0,,123,7.18,4.15,Carolina Panthers / 1st / 23rd pick / 2000
112,2000,John Abraham\AbraJo00,OLB,117,South Carolina,,6-4,252,4.55,,,,,,New York Jets / 1st / 13th pick / 2000
113,2000,Jack Williams,SS,,Azusa Pacific,,5-10,206,4.72,31.5,15,108,7.15,4.65,
114,2000,Jerard White,CB,,Massachusetts,,6-1,213,4.61,38.5,14,118,6.96,4.53,
115,2000,Jeff Walker,P,,Mississippi State,,5-10,218,,,,,,,
116,2000,Mac Tuiaea,DT,,Washington,,6-6,296,5.09,29.0,25,99,7.82,4.72,
117,2000,Jamel Smith,ILB,,Virginia Tech,,6-0,245,5.18,29.5,,108,7.51,4.58,
118,2000,Dwyte Smiley,FS,,Youngstown State,,6-1,198,4.57,35.0,13,115,7.18,4.29,
119,2000,Samson Sherrod,OLB,,San Jose State,,6-3,262,4.78,,,,,,
120,2000,Richard Seals,DT,,Utah,,6-2,316,5.13,28.5,24,102,7.78,4.60,
121,2000,Quinton Reese,DE,,Auburn,,6-4,283,5.13,30.0,18,101,7.91,4.68,
122,2000,Andrew Bayes,P,,East Carolina,,6-2,200,,,,,,,
123,2000,Matt Beck,ILB,,California,,6-3,234,4.65,,,,,,
124,2000,Michael Boireau,DE,,Miami (FL),,6-4,274,5.09,29.0,26,105,7.68,4.49,
125,2000,Carl Bradley,DT,,Virginia Tech,,6-2,300,5.03,,,,,,
126,2000,Robert Brannon,DT,,Iowa State,,6-4,309,5.19,28.5,28,99,7.82,4.70,
127,2000,David Byrd,CB,,Syracuse,,5-11,202,4.53,36.0,14,117,7.18,4.39,
128,2000,Pedro Cirino,FS,,Boston College,,5-11,197,4.59,,,,,,
129,2000,Rameel Connor,DE,,Illinois,,6-3,276,5.00,35.5,25,121,7.65,4.45,
130,2000,Ashley Cooper,SS,,Mississippi State,,5-10,208,4.67,,16,117,,,
131,2000,D.J. Cooper,DT,,Arkansas,,6-3,277,5.22,28.0,,108,7.41,4.49,
132,2000,Sedrick Curry,CB,,Texas A&M,,6-1,197,4.44,39.0,,125,6.34,3.94,
133,2000,Mike Derouselle,DT,,Houston,,6-2,314,5.28,27.5,27,96,7.67,4.80,
134,2000,Chris Edwards,OLB,,Georgia Tech,,6-5,226,4.65,,,,,,
135,2000,Dwan Epps,ILB,,Texas Southern,,6-1,242,4.68,34.5,8,,,,
136,2000,John Frank,DE,,Utah,,6-4,280,4.78,37.0,32,117,7.07,4.27,
137,2000,Lamar Grant,CB,,Duke,,5-11,188,4.62,32.0,16,117,7.30,4.30,
138,2000,Brian Gray,CB,,BYU,,6-1,214,4.94,33.5,19,116,7.38,4.24,
139,2000,Mike Green,FS,,Northwestern State,,6-0,189,4.53,38.5,,118,,4.20,
140,2000,Jeff Harris,CB,,Georgia,,6-0,190,4.53,34.5,,114,6.73,4.25,
141,2000,Deone Horinek,P,,Colorado State,,6-2,234,,,,,,,
142,2000,Ethan Howell,CB,,Oklahoma State,,5-11,186,4.56,,16,,6.98,4.13,
143,2000,Aaron Humphrey,DE,,Texas,,6-3,254,5.10,34.0,21,119,,,
144,2000,Keith Jackson,DT,,Cheyney,,6-4,319,5.20,,28,,,,
145,2000,Tinker Keck,SS,,Cincinnati,,6-1,200,4.55,36.5,15,120,6.96,4.31,
146,2000,Sean Key,FS,,Florida State,,5-11,188,4.65,,,,7.12,4.20,
147,2000,Jimmy Kibble,P,,Virginia Tech,,5-10,195,,,,,,,
148,2000,Cedric Pittman,OLB,,Nevada,,6-3,261,4.90,30.5,20,111,7.75,4.52,
