Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
16,2002,Kevin Thomas\ThomKe22,CB,5,UNLV,College Stats,5-11,180,4.64,35.0,10,122,,,Buffalo Bills / 6th / 176th pick / 2002
17,2002,Bryan Thomas\ThomBr21,DE,63,Alabama-Birmingham,College Stats,6-4,266,4.47,34.5,33,,,,New York Jets / 1st / 22nd pick / 2002
18,2002,Ben Taylor\TaylBe20,ILB,16,Virginia Tech,College Stats,6-2,236,4.83,35.5,19,120,6.56,4.09,Cleveland Browns / 4th / 111th pick / 2002
19,2002,Jashon Sykes\SykeJa20,OLB,5,Colorado,College Stats,6-3,236,4.68,34.5,23,116,7.25,4.34,
20,2002,Dominique Stevenson\StevDo21,OLB,2,Tennessee,College Stats,6-0,231,4.53,32.5,23,110,,,Buffalo Bills / 7th / 260th pick / 2002
21,2002,John Stamper\StamJo21,DE,0,South Carolina,,6-4,265,4.98,36.5,24,112,7.35,4.22,Tampa Bay Buccaneers / 6th / 193rd pick / 2002
22,2002,Steve Smith\SmitSt21,SS,0,Oregon,College Stats,6-1,193,4.62,30.5,,110,7.00,4.22,Jacksonville Jaguars / 7th / 246th pick / 2002
23,2002,Raonall Smith\SmitRa20,OLB,7,Washington State,College Stats,6-2,244,4.53,42.0,26,125,7.10,4.11,Minnesota Vikings / 2nd / 38th pick / 2002
24,2002,Bobby Sippio\SippBo00,CB,0,Western Kentucky,,6-3,214,4.69,37.0,12,123,6.78,4.20,
25,2002,Ryan Sims\SimsRy20,DT,28,North Carolina,,6-4,311,5.09,,27,,,,Kansas City Chiefs / 1st / 6th pick / 2002
26,2002,Lito Sheppard\ShepLi99,CB,50,Florida,College Stats,5-10,194,4.47,37.5,11,120,,,Philadelphia Eagles / 1st / 26th pick / 2002
27,2002,Josh Shaw\ShawJo20,DT,1,Michigan State,College Stats,6-3,279,5.08,,22,,,,San Francisco 49ers / 5th / 172nd pick / 2002
28,2002,Kevin Curtis,FS,,Texas Tech,College Stats,6-2,212,4.53,37.5,24,124,6.75,3.88,San Francisco 49ers / 4th / 127th pick / 2002
29,2002,Greg Scott\ScotGr20,DE,0,Hampton,,6-4,268,4.90,32.5,26,110,7.50,4.61,Washington Redskins / 7th / 234th pick / 2002
30,2002,Mike Rumph\RumpMi20,CB,8,Miami (FL),College Stats,6-2,205,4.47,,,,,,San Francisco 49ers / 1st / 27th pick / 2002
31,2002,Derek Ross\RossDe20,CB,7,Ohio State,College Stats,5-11,197,4.56,,17,118,,,Dallas Cowboys / 3rd / 75th pick / 2002
32,2002,Nick Rogers\RogeNi20,OLB,8,Georgia Tech,,6-2,251,4.73,36.0,22,117,7.02,4.19,Minnesota Vikings / 6th / 177th pick / 2002
33,2002,Kris Richard\RichKr20,CB,2,Southern California,College Stats,5-11,186,4.47,39.5,10,120,,4.15,Seattle Seahawks / 3rd / 85th pick / 2002
34,2002,Ed Reed\ReedEd00,FS,136,Miami (FL),College Stats,5-11,201,4.57,,,,,,Baltimore Ravens / 1st / 24th pick / 2002
35,2002,Saleem Rasheed\RashSa20,ILB,4,Alabama,,6-3,229,4.66,,26,,,,San Francisco 49ers / 3rd / 69th pick / 2002
36,2002,Monsanto Pope\PopeMo20,DT,14,Virginia,,6-3,295,5.25,,,,,,Denver Broncos / 7th / 231st pick / 2002
37,2002,Jermaine Phillips\PhilJe20,FS,37,Georgia,College Stats,6-1,214,4.66,31.5,18,115,,,Tampa Bay Buccaneers / 5th / 157th pick / 2002
38,2002,Julius Peppers\PeppJu99,DE,179,North Carolina,College Stats,6-6,283,4.74,,,,,,Carolina Panthers / 1st / 2nd pick / 2002
39,2002,Anton Palepoi\PaleAn20,DE,4,UNLV,,6-3,279,4.81,33.5,24,114,7.46,4.27,Seattle Seahawks / 2nd / 60th pick / 2002
40,2002,Will Overstreet\OverWi20,DE,1,Tennessee,College Stats,6-3,259,4.65,32.5,21,116,7.37,4.31,Atlanta Falcons / 3rd / 80th pick / 2002
41,2002,Tony Okanlawon\OkanTo20,CB,0,Maryland,College Stats,5-10,185,4.67,38.0,16,118,7.37,4.39,
42,2002,Willie Offord\OffoWi20,SS,5,South Carolina,College Stats,6-2,215,4.61,35.0,22,117,,,Minnesota Vikings / 3rd / 70th pick / 2002
43,2002,Nick Murphy\MurpNi20,P,1,Arizona State,College Stats,6-0,188,4.74,,,,,,
44,2002,Brandon Moore\MoorBr20,DT,60,Illinois,,6-3,293,5.26,25.5,32,96,7.84,4.64,
45,2002,Quincy Monk\MonkQu20,ILB,1,North Carolina,College Stats,6-3,250,4.82,33.5,26,113,7.48,4.38,New York Giants / 7th / 245th pick / 2002
46,2002,Mel Mitchell\MitcMe20,FS,4,Western Kentucky,,6-1,220,4.55,35.0,15,128,7.00,4.15,New Orleans Saints / 5th / 150th pick / 2002
47,2002,Jon McGraw\McGrJo21,SS,21,Kansas State,College Stats,6-3,208,4.50,39.5,13,126,6.51,3.92,New York Jets / 2nd / 57th pick / 2002
48,2002,Marquand Manuel\ManuMa20,SS,24,Florida,College Stats,6-0,209,4.52,,18,,,,Cincinnati Bengals / 6th / 181st pick / 2002
49,2002,Wesly Mallard\MallWe20,SS,3,Oregon,College Stats,6-2,221,4.49,41.0,22,122,6.81,4.07,New York Giants / 6th / 188th pick / 2002
50,2002,Omare Lowe\LoweOm20,CB,2,Washington,College Stats,6-1,196,4.58,35.5,12,118,6.65,3.97,Miami Dolphins / 5th / 161st pick / 2002
51,2002,Andre Lott\LottAn20,CB,4,Tennessee,College Stats,5-10,194,4.48,36.5,15,119,7.10,4.01,Washington Redskins / 5th / 159th pick / 2002
52,2002,Michael Lewis\LewiMi99,SS,50,Colorado,College Stats,6-1,211,4.60,36.5,16,122,6.96,4.14,Philadelphia Eagles / 2nd / 58th pick / 2002
53,2002,D.D. Lewis\LewiD.21,ILB,14,Texas,College Stats,6-1,235,4.70,33.5,24,114,,,
54,2002,Ben Leber\LebeBe20,OLB,61,Kansas State,College Stats,6-3,244,4.62,32.5,20,114,6.75,4.25,San Diego Chargers / 3rd / 71st pick / 2002
55,2002,Antwan Lake\LakeAn20,DE,9,West Virginia,,6-4,288,5.08,,27,,,,
56,2002,Brett Keisel\KeisBr20,DE,72,BYU,,6-5,279,4.89,33.5,26,107,7.28,4.51,Pittsburgh Steelers / 7th / 242nd pick / 2002
57,2002,Eric Joyce\JoycEr20,CB,0,Tennessee State,,5-9,192,4.53,40.5,11,115,6.81,3.97,
58,2002,Dennis Johnson\JohnDe22,DE,5,Kentucky,,6-5,258,4.82,35.5,17,119,7.21,4.36,Arizona Cardinals / 3rd / 98th pick / 2002
59,2002,Quentin Jammer\JammQu20,CB,67,Texas,College Stats,6-0,204,4.49,36.0,18,124,,,San Diego Chargers / 1st / 5th pick / 2002
60,2002,Ron Israel\IsraRo20,SS,0,Notre Dame,College Stats,6-0,213,4.60,,20,121,,,
61,2002,Grant Irons\IronGr20,DE,3,Notre Dame,College Stats,6-6,267,4.96,40.5,19,119,7.27,4.38,
62,2002,Chris Hope\HopeCh21,FS,53,Florida State,College Stats,6-0,210,4.58,,28,113,,,Pittsburgh Steelers / 3rd / 94th pick / 2002
63,2002,Charles Hill\HillCh20,DT,1,Maryland,,6-2,293,5.06,33.5,23,113,7.37,4.36,Houston Texans / 3rd / 83rd pick / 2002
64,2002,John Henderson\HendJo99,DT,76,Tennessee,,6-7,308,4.87,27.5,24,110,7.71,4.66,Jacksonville Jaguars / 1st / 9th pick / 2002
65,2002,Albert Haynesworth\HaynAl20,DT,62,Tennessee,,6-6,320,5.09,,,,,,Tennessee Titans / 1st / 15th pick / 2002
66,2002,Tyreo Harrison\HarrTy20,ILB,1,Notre Dame,College Stats,6-2,238,4.87,40.0,,118,7.24,,Philadelphia Eagles / 6th / 198th pick / 2002
67,2002,Quentin Harris\HarrQu20,FS,6,Syracuse,College Stats,6-0,216,4.61,36.5,14,120,7.59,4.34,
68,2002,Napoleon Harris\HarrNa20,OLB,37,Northwestern,College Stats,6-3,253,4.55,34.0,27,115,7.15,4.44,Oakland Raiders / 1st / 23rd pick / 2002
69,2002,Alan Harper\HarpAl20,DT,1,Fresno State,College Stats,6-2,295,5.27,30.5,,104,,4.64,New York Jets / 4th / 121st pick / 2002
70,2002,Carlos Hall\HallCa20,DE,18,Arkansas,College Stats,6-4,259,4.67,40.0,20,129,6.97,4.19,Tennessee Titans / 7th / 240th pick / 2002
71,2002,Jarvis Green\GreeJa21,DE,34,LSU,,6-3,272,4.87,31.0,,109,7.52,4.25,New England Patriots / 4th / 126th pick / 2002
72,2002,Bobby Gray\GrayBo20,SS,6,Louisiana Tech,College Stats,6-0,209,4.66,,24,112,,,Chicago Bears / 5th / 140th pick / 2002
73,2002,Charles Grant\GranCh21,DE,53,Georgia,College Stats,6-3,282,4.69,31.0,24,118,7.69,4.39,New Orleans Saints / 1st / 25th pick / 2002
74,2002,LaVar Glover\GlovLa20,CB,0,Cincinnati,College Stats,5-9,177,4.59,37.0,11,117,7.18,4.29,Pittsburgh Steelers / 7th / 212th pick / 2002
75,2002,Scott Fujita\FujiSc20,OLB,60,California,,6-5,248,4.64,42.0,20,122,7.09,4.21,Kansas City Chiefs / 5th / 143rd pick / 2002
76,2002,Eddie Freeman\FreeEd20,DT,1,Alabama-Birmingham,,6-5,310,4.91,34.5,32,111,7.85,4.81,Kansas City Chiefs / 2nd / 43rd pick / 2002
77,2002,Dwight Freeney\FreeDw00,DE,103,Syracuse,College Stats,6-1,266,4.48,,28,,,,Indianapolis Colts / 1st / 11th pick / 2002
78,2002,Larry Foote\FootLa20,OLB,77,Michigan,College Stats,6-1,231,4.83,30.0,24,,7.18,4.41,Pittsburgh Steelers / 4th / 128th pick / 2002
79,2002,Levar Fisher\FishLe20,OLB,6,North Carolina State,College Stats,6-1,233,4.67,31.0,,110,7.30,,Arizona Cardinals / 2nd / 49th pick / 2002
80,2002,Trev Faulk\FaulTr20,ILB,4,LSU,,6-3,241,4.90,32.0,,116,,,
81,2002,Demarcus Faggins\FaggDe20,CB,16,Kansas State,College Stats,5-10,178,4.57,36.5,3,121,6.64,3.92,Houston Texans / 6th / 173rd pick / 2002
82,2002,Justin Ena\EnaxJu20,ILB,5,BYU,College Stats,6-3,247,4.71,34.0,20,116,6.78,4.11,
83,2002,Kalimba Edwards\EdwaKa20,DE,24,South Carolina,College Stats,6-5,265,4.75,,,,,,Detroit Lions / 2nd / 35th pick / 2002
84,2002,Mike Echols\EchoMi20,CB,0,Wisconsin,College Stats,5-9,190,4.35,,,,,,Tennessee Titans / 4th / 110th pick / 2002
85,2002,Travis Dorsch\DorsTr20,P,0,Purdue,College Stats,6-6,221,4.89,,,,,,Cincinnati Bengals / 4th / 109th pick / 2002
86,2002,Ryan Denney\DennRy20,DE,27,BYU,College Stats,6-7,276,4.86,33.0,36,107,7.18,4.25,Buffalo Bills / 2nd / 61st pick / 2002
87,2002,Dorsett Davis\DaviDo23,DT,1,Mississippi State,,6-5,304,5.00,31.0,30,109,7.83,4.67,Denver Broncos / 3rd / 96th pick / 2002
88,2002,Andra Davis\DaviAn20,ILB,55,Florida,College Stats,6-1,244,4.77,31.5,20,112,,,Cleveland Browns / 5th / 141st pick / 2002
89,2002,Keyuo Craver\CravKe20,CB,2,Nebraska,College Stats,5-11,201,4.62,31.0,13,123,,,New Orleans Saints / 4th / 125th pick / 2002
90,2002,Kenyon Coleman\ColeKe20,DE,44,UCLA,,6-5,284,4.97,,32,,,,Oakland Raiders / 5th / 147th pick / 2002
91,2002,Chris Cash\CashCh20,CB,7,Southern California,College Stats,5-10,177,4.50,,,,,,Detroit Lions / 6th / 175th pick / 2002
92,2002,Rocky Calmus\CalmRo20,OLB,6,Oklahoma,College Stats,6-3,243,4.69,,16,,,,Tennessee Titans / 3rd / 77th pick / 2002
93,2002,Courtland Bullard\BullCo20,OLB,2,Ohio State,,6-3,234,4.69,36.5,,123,6.99,4.28,St. Louis Rams / 5th / 167th pick / 2002
94,2002,Phillip Buchanon\BuchPh20,CB,40,Miami (FL),College Stats,5-10,186,4.31,,,,,,Oakland Raiders / 1st / 17th pick / 2002
95,2002,Wendell Bryant\BryaWe20,DT,4,Wisconsin,,6-4,308,4.91,,,,,,Arizona Cardinals / 1st / 12th pick / 2002
96,2002,Sheldon Brown\BrowSh20,CB,67,South Carolina,College Stats,5-10,196,4.47,36.5,15,120,7.00,4.24,Philadelphia Eagles / 2nd / 59th pick / 2002
97,2002,Alex Brown\BrowAl20,DE,71,Florida,College Stats,6-3,260,4.74,,,,,,Chicago Bears / 4th / 104th pick / 2002
98,2002,Raheem Brock\BrocRa20,DE,51,Temple,College Stats,6-4,257,4.93,34.0,25,115,7.09,4.23,Philadelphia Eagles / 7th / 238th pick / 2002
99,2002,Jack Brewer\BrewJa20,FS,2,Minnesota,College Stats,6-0,194,4.59,37.0,12,122,6.90,4.24,
100,2002,Sam Brandon\BranSa20,FS,9,UNLV,College Stats,6-2,199,4.66,36.5,,127,,,Denver Broncos / 4th / 131st pick / 2002
101,2002,Bruce Branch\BranBr20,CB,0,Penn State,College Stats,5-10,192,4.53,35.0,,119,7.12,4.47,
102,2002,Rocky Boiman\BoimRo20,OLB,17,Notre Dame,,6-4,242,4.60,35.0,17,122,6.86,4.05,Tennessee Titans / 4th / 133rd pick / 2002
103,2002,Terreal Bierria\BierTe20,FS,6,Georgia,College Stats,6-3,216,4.61,36.0,18,130,6.93,4.10,Seattle Seahawks / 4th / 120th pick / 2002
104,2002,Rocky Bernard\BernRo20,DT,41,Texas A&M,,6-3,294,4.96,33.0,30,108,7.43,4.41,Seattle Seahawks / 5th / 146th pick / 2002
105,2002,Kevin Bentley\BentKe20,OLB,26,Northwestern,College Stats,6-0,243,4.68,39.0,23,120,6.71,3.83,Cleveland Browns / 4th / 101st pick / 2002
106,2002,Chad Beasley\BeasCh20,DT,2,Virginia Tech,College Stats,6-5,303,5.15,31.5,27,104,7.75,4.60,Minnesota Vikings / 7th / 218th pick / 2002
107,2002,Rashad Bauman\BaumRa20,CB,3,Oregon,College Stats,5-8,186,4.44,39.0,10,118,,,Washington Redskins / 3rd / 79th pick / 2002
108,2002,Justin Bannan\BannJu20,DT,43,Colorado,College Stats,6-3,300,5.00,29.0,24,99,7.31,4.24,Buffalo Bills / 5th / 139th pick / 2002
109,2002,Akin Ayodele\AyodAk20,OLB,57,Purdue,College Stats,6-2,257,4.81,35.0,26,121,7.00,4.12,Jacksonville Jaguars / 3rd / 89th pick / 2002
110,2002,Marques Anderson\AndeMa22,SS,14,UCLA,College Stats,5-11,213,4.50,39.5,18,127,,,Green Bay Packers / 3rd / 92nd pick / 2002
111,2002,James Allen\AlleJa21,OLB,9,Oregon State,,6-3,240,4.62,38.0,24,126,7.59,4.21,New Orleans Saints / 3rd / 82nd pick / 2002
112,2002,Adam Wulfeck,P,,Cincinnati,College Stats,6-0,228,4.83,,,,,,
113,2002,Roe Williams,CB,,Tuskegee,,5-11,204,4.53,38.0,23,123,,,
114,2002,Stylez White,DE,,Minnesota,,6-3,268,4.88,31.5,20,114,7.40,4.36,
115,2002,Jeff Webb,P,,Vanderbilt,,6-3,215,,,,,,,
116,2002,Connor Stephens,DE,,Mississippi State,,6-4,256,4.89,36.5,20,119,7.50,4.55,
117,2002,Billy Silva,ILB,,Northwestern,College Stats,6-3,244,4.68,,,,,,
118,2002,Rick Sherrod,FS,,West Virginia,College Stats,6-2,192,4.62,37.0,,119,7.09,4.11,
119,2002,Casey Roussel,P,,Tulsa,College Stats,6-1,219,5.20,,,,,,
120,2002,Pig Prather,SS,,Mississippi State,College Stats,6-0,200,4.48,,,,,,
121,2002,Mike Abrams,P,,Virginia,College Stats,6-4,227,,,,,,,
122,2002,Clenton Ballard,DT,,Texas State,,6-2,313,5.18,26.5,24,93,7.47,4.64,
123,2002,Jamie Burrow,ILB,,Nebraska,,6-1,249,4.83,30.5,18,102,7.28,4.21,
124,2002,Jermaine Chatman,CB,,Arizona,College Stats,5-11,185,4.55,35.5,,121,,,
125,2002,Mike Collins,DT,,Ohio State,,6-3,298,5.03,31.5,31,105,7.52,4.46,
126,2002,Joe Cooper,OLB,,Ohio State,College Stats,6-0,233,4.95,32.0,17,111,7.47,4.46,
127,2002,Dan Dawson,SS,,Rice,College Stats,6-1,219,4.57,38.0,24,124,6.75,4.00,
128,2002,Nate Dwyer,DT,,Kansas,,6-3,313,5.10,31.0,27,103,7.57,4.41,
129,2002,Jeff Ferguson,P,,Oklahoma,College Stats,5-10,201,4.80,,,,,,
130,2002,Lonnie Ford,DE,,Southern California,,6-2,261,4.77,37.5,22,112,7.12,4.28,
131,2002,Willie Ford,CB,,Syracuse,College Stats,6-1,195,4.57,34.0,10,117,7.25,4.33,
132,2002,Andre Goodman,CB,,South Carolina,College Stats,5-10,182,4.36,,,,,,
133,2002,Sean Guthrie,DE,,Boston College,,6-4,269,4.88,,28,,,,
134,2002,Jason Hebert,FS,,Rice,College Stats,5-11,190,4.63,35.5,15,118,7.12,3.88,
135,2002,Abdual Howard,SS,,Florida State,College Stats,6-0,209,4.64,,,120,,,
136,2002,Bobby Jackson,SS,,Illinois,College Stats,6-0,216,4.68,34.5,,125,7.01,4.16,
137,2002,Joseph Jefferson,CB,,Western Kentucky,,5-11,205,4.39,39.5,8,121,6.84,4.01,
138,2002,Bradley Jennings,ILB,,Florida State,College Stats,6-3,255,4.96,,,,,,
139,2002,Stephon Kelly,SS,,Winston-Salem State,,6-3,212,4.62,32.5,15,117,7.26,4.10,
140,2002,Derrius Monroe,DE,,Virginia Tech,,6-4,269,4.56,31.5,25,111,7.38,4.51,
141,2002,Brandon Moore,OLB,,Oklahoma,,6-1,239,4.61,36.5,23,113,,,
142,2002,Jermaine Petty,ILB,,Arkansas,College Stats,6-3,261,4.74,33.5,20,116,,4.34,
