Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
80,2014,Howard Jones\JoneHo01,OLB,4,Shepherd,,6-2,235,4.60,40.5,21,124,7.16,4.41,
81,2014,DaQuan Jones\JoneDa04,DT,21,Penn State,College Stats,6-4,322,5.35,27.5,25,101,7.73,4.78,Tennessee Titans / 4th / 112th pick / 2014
82,2014,Christian Jones\JoneCh05,OLB,18,Florida State,College Stats,6-3,240,4.68,33.5,,115,,,
83,2014,Dontae Johnson\JohnDo02,CB,10,North Carolina State,College Stats,6-2,200,4.41,38.5,12,124,6.82,4.24,San Francisco 49ers / 4th / 129th pick / 2014
84,2014,Anthony Johnson\JohnAn04,DT,2,LSU,College Stats,6-2,308,5.24,24.5,20,102,7.93,4.83,
85,2014,Timmy Jernigan\JernTi00,DT,23,Florida State,College Stats,6-2,299,5.06,29.5,27,102,,4.83,Baltimore Ravens / 2nd / 48th pick / 2014
86,2014,Jackson Jeffcoat\JeffJa00,DE,1,Texas,College Stats,6-3,247,4.63,36.0,18,123,6.97,4.18,
87,2014,Stanley Jean-Baptiste\JeanSt00,CB,0,Nebraska,College Stats,6-3,218,4.61,41.5,13,128,,4.33,New Orleans Saints / 2nd / 58th pick / 2014
88,2014,Kendall James\JameKe00,CB,,Maine,,5-10,180,4.44,39.0,9,,6.81,4.19,Minnesota Vikings / 6th / 184th pick / 2014
89,2014,Bennett Jackson\JackBe00,CB,,Notre Dame,College Stats,6-0,195,4.51,38.0,13,128,6.75,4.00,New York Giants / 6th / 187th pick / 2014
90,2014,Andrew Jackson\JackAn02,ILB,1,Western Kentucky,College Stats,6-1,254,4.90,,,,,,Indianapolis Colts / 6th / 203rd pick / 2014
91,2014,Kerry Hyder\HydeKe01,DT,3,Texas Tech,College Stats,6-2,290,5.10,29.5,20,108,7.23,4.33,
92,2014,Marqueston Huff\HuffMa00,FS,4,Wyoming,College Stats,5-11,196,4.49,35.5,15,118,7.26,4.19,Tennessee Titans / 4th / 122nd pick / 2014
93,2014,Adrian Hubbard\HubbAd00,OLB,,Alabama,College Stats,6-6,257,4.69,38.5,,117,,,
94,2014,Tom Hornsey\HornTo01,P,,Memphis,College Stats,6-3,221,5.05,,,,,,
95,2014,Anthony Hitchens\HitcAn00,OLB,24,Iowa,College Stats,6-0,240,4.74,31.5,23,116,7.15,4.45,Dallas Cowboys / 4th / 119th pick / 2014
96,2014,Taylor Hart\HartTa00,DE,1,Oregon,College Stats,6-6,281,4.92,,21,,,,Philadelphia Eagles / 5th / 141st pick / 2014
97,2014,Victor Hampton\HampVi00,CB,,South Carolina,College Stats,5-9,197,4.69,33.5,20,118,7.01,4.20,
98,2014,Andre Hal\HalxAn00,CB,18,Vanderbilt,College Stats,5-10,188,4.50,35.5,15,119,7.14,4.27,Houston Texans / 7th / 216th pick / 2014
99,2014,Ra'Shede Hageman\HageRa00,DT,8,Minnesota,College Stats,6-6,310,4.92,35.5,32,114,7.87,4.50,Atlanta Falcons / 2nd / 37th pick / 2014
100,2014,Demetri Goodson\GoodDe00,CB,2,Baylor,College Stats,5-11,194,4.52,37.0,11,123,6.80,4.34,Green Bay Packers / 6th / 197th pick / 2014
101,2014,Justin Gilbert\GilbJu00,CB,4,Oklahoma State,College Stats,6-0,202,4.37,35.5,20,126,6.92,,Cleveland Browns / 1st / 8th pick / 2014
102,2014,Jeremiah George\GeorJe01,ILB,3,Iowa State,College Stats,5-11,234,4.91,33.0,28,116,,,New York Jets / 5th / 154th pick / 2014
103,2014,James Gayle\GaylJa00,DE,,Virginia Tech,College Stats,6-4,259,4.70,37.0,26,122,7.19,4.27,
104,2014,Phillip Gaines\GainPh00,CB,6,Rice,College Stats,6-0,193,4.38,36.5,11,122,6.62,4.04,Kansas City Chiefs / 3rd / 87th pick / 2014
105,2014,E.J. Gaines\GainE.00,CB,14,Missouri,College Stats,5-10,190,4.44,,15,,,,St. Louis Rams / 6th / 188th pick / 2014
106,2014,Kyle Fuller\FullKy00,CB,17,Virginia Tech,College Stats,6-0,190,4.49,38.5,12,128,6.90,4.19,Chicago Bears / 1st / 14th pick / 2014
107,2014,Khairi Fortt\FortKh00,OLB,0,California,College Stats,6-2,248,4.70,36.0,30,120,,,New Orleans Saints / 4th / 126th pick / 2014
108,2014,Dee Ford\FordDe00,DE,15,Auburn,College Stats,6-2,252,,,,,,,Kansas City Chiefs / 1st / 23rd pick / 2014
109,2014,Ego Ferguson\FergEg00,DT,2,LSU,College Stats,6-3,315,4.98,,24,,,,Chicago Bears / 2nd / 51st pick / 2014
110,2014,Antone Exum\ExumAn00,CB,3,Virginia Tech,College Stats,6-0,213,4.59,35.0,17,117,7.05,4.13,Minnesota Vikings / 6th / 182nd pick / 2014
111,2014,I.K. Enemkpali\EnemIK00,DE,1,Louisiana Tech,College Stats,6-1,261,4.86,34.0,28,112,7.67,4.65,New York Jets / 6th / 210th pick / 2014
112,2014,Justin Ellis\ElliJu01,DT,19,Louisiana Tech,College Stats,6-1,334,5.27,28.0,25,92,7.81,4.75,Oakland Raiders / 4th / 107th pick / 2014
113,2014,Kasim Edebali\EdebKa00,OLB,5,Boston College,College Stats,6-2,253,4.79,34.5,19,115,7.20,4.35,
114,2014,Dominique Easley\EaslDo00,DT,6,Florida,College Stats,6-2,288,4.93,,26,,,,New England Patriots / 1st / 29th pick / 2014
115,2014,Kony Ealy\EalyKo00,DE,13,Missouri,College Stats,6-4,273,4.92,31.0,22,114,6.83,4.45,Carolina Panthers / 2nd / 60th pick / 2014
116,2014,Jonathan Dowling\DowlJo00,FS,0,Western Kentucky,College Stats,6-3,190,4.52,33.5,8,118,7.04,4.24,Oakland Raiders / 7th / 247th pick / 2014
117,2014,Aaron Donald\DonaAa00,DT,61,Pittsburgh,College Stats,6-1,285,4.68,32.0,35,116,7.11,4.39,St. Louis Rams / 1st / 13th pick / 2014
118,2014,Brandon Dixon\DixoBr00,CB,3,Northwest Missouri State,,5-11,203,4.41,32.5,17,117,7.15,4.27,New York Jets / 6th / 195th pick / 2014
119,2014,Ahmad Dixon\DixoAh00,SS,0,Baylor,College Stats,6-0,212,4.64,32.0,14,111,7.55,4.50,Dallas Cowboys / 7th / 248th pick / 2014
120,2014,Pierre Desir\DesiPi00,CB,5,Lindenwood,,6-1,198,4.59,35.0,11,133,6.86,4.30,Cleveland Browns / 4th / 127th pick / 2014
121,2014,Darqueze Dennard\DennDa00,CB,8,Michigan State,College Stats,5-11,199,4.52,,15,,,,Cincinnati Bengals / 1st / 24th pick / 2014
122,2014,Chris Davis\DaviCh05,CB,2,Auburn,College Stats,5-10,202,4.54,,15,,,,
123,2014,Scott Crichton\CricSc00,DE,2,Oregon State,College Stats,6-3,273,4.84,31.5,24,108,7.19,4.29,Minnesota Vikings / 3rd / 72nd pick / 2014
124,2014,Aaron Colvin\ColvAa00,CB,10,Oklahoma,College Stats,5-11,177,4.51,,,,,,Jacksonville Jaguars / 4th / 114th pick / 2014
125,2014,Deandre Coleman\ColeDe01,DT,0,California,College Stats,6-5,314,5.12,,24,,,,
126,2014,Ross Cockrell\CockRo00,CB,15,Duke,College Stats,6-0,191,4.56,36.5,10,122,7.28,4.32,Buffalo Bills / 4th / 109th pick / 2014
127,2014,Jadeveon Clowney\ClowJa00,DE,29,South Carolina,College Stats,6-5,266,4.53,37.5,21,124,7.27,4.43,Houston Texans / 1st / 1st pick / 2014
128,2014,Ha Ha Clinton-Dix\ClinHa00,FS,25,Alabama,College Stats,6-1,208,4.58,33.0,11,119,7.16,4.16,Green Bay Packers / 1st / 21st pick / 2014
129,2014,Will Clarke\ClarWi00,DE,6,West Virginia,College Stats,6-6,271,4.77,32.0,22,112,7.26,4.57,Cincinnati Bengals / 3rd / 88th pick / 2014
130,2014,Steven Clark\ClarSt00,P,,Auburn,College Stats,6-5,231,5.18,,,,,,
131,2014,Travis Carrie\CarrTr00,CB,14,Ohio,College Stats,6-0,206,4.49,,17,,,,Oakland Raiders / 7th / 219th pick / 2014
132,2014,Ryan Carrethers\CarrRy00,DT,3,Arkansas State,College Stats,6-1,337,5.47,26.0,32,88,7.89,4.60,San Diego Chargers / 5th / 165th pick / 2014
133,2014,Max Bullough\BullMa00,ILB,4,Michigan State,College Stats,6-3,249,4.78,31.0,30,112,7.22,4.30,
134,2014,Deone Bucannon\BucaDe00,SS,22,Washington State,College Stats,6-1,211,4.49,36.5,19,125,6.96,4.26,Arizona Cardinals / 1st / 27th pick / 2014
135,2014,Preston Brown\BrowPr00,ILB,31,Louisville,College Stats,6-1,251,4.86,33.0,23,116,6.98,4.26,Buffalo Bills / 3rd / 73rd pick / 2014
136,2014,Jonathan Brown\BrowJo01,OLB,,Illinois,College Stats,6-0,238,5.03,31.0,16,108,7.77,4.56,
137,2014,Terrence Brooks\BrooTe00,FS,5,Florida State,College Stats,5-11,198,4.42,38.0,10,119,7.35,,Baltimore Ravens / 3rd / 79th pick / 2014
138,2014,Jay Bromley\BromJa00,DT,7,Syracuse,College Stats,6-3,306,5.06,33.5,26,106,7.92,4.78,New York Giants / 3rd / 74th pick / 2014
139,2014,Bashaud Breeland\BreeBa00,CB,23,Clemson,College Stats,5-11,197,4.62,34.5,11,123,7.04,4.33,Washington Redskins / 4th / 102nd pick / 2014
140,2014,Carl Bradford\BradCa01,OLB,0,Arizona State,College Stats,6-1,250,4.76,37.5,23,122,7.25,4.30,Green Bay Packers / 4th / 121st pick / 2014
141,2014,Tre Boston\BostTr00,SS,15,North Carolina,College Stats,6-0,204,4.58,35.0,18,116,7.04,4.31,Carolina Panthers / 4th / 128th pick / 2014
142,2014,Chris Borland\BorlCh00,ILB,6,Wisconsin,College Stats,5-11,248,4.83,31.0,27,114,7.18,4.27,San Francisco 49ers / 3rd / 77th pick / 2014
143,2014,Nat Berhe\BerhNa00,SS,3,San Diego State,College Stats,5-10,193,4.71,35.5,15,117,7.08,4.22,New York Giants / 5th / 152nd pick / 2014
144,2014,Bene' Benwikere\BenwBe00,CB,8,San Jose State,College Stats,5-11,195,4.59,40.5,10,122,6.94,4.38,Carolina Panthers / 5th / 148th pick / 2014
145,2014,Deion Belue\BeluDe00,CB,,Alabama,College Stats,5-11,182,4.48,,11,,,,
146,2014,Lamin Barrow\BarrLa00,ILB,2,LSU,College Stats,6-1,237,4.64,35.0,22,123,7.24,4.35,Denver Broncos / 5th / 156th pick / 2014
147,2014,Anthony Barr\BarrAn00,OLB,37,UCLA,College Stats,6-5,255,4.66,34.5,15,119,6.82,4.19,Minnesota Vikings / 1st / 9th pick / 2014
148,2014,Dion Bailey\BailDi00,FS,1,Southern California,College Stats,6-0,201,4.66,34.0,,113,6.97,4.15,
149,2014,Jeremiah Attaochu\AttaJe00,OLB,9,Georgia Tech,College Stats,6-3,252,,,,,,,San Diego Chargers / 2nd / 50th pick / 2014
150,2014,Ricardo Allen\AlleRi00,CB,17,Purdue,College Stats,5-9,187,4.61,35.5,13,117,,4.15,Atlanta Falcons / 5th / 147th pick / 2014
151,2014,Mo Alexander\AlexMa00,SS,11,Utah State,College Stats,6-1,220,4.50,38.0,,123,7.05,4.51,St. Louis Rams / 4th / 110th pick / 2014
152,2014,Todd Washington,CB,,Southeastern Louisiana,,5-11,196,4.57,,13,,,,
153,2014,Uani' Unga,ILB,,BYU,,6-1,231,4.82,,,,,,
